James,1,1,"I, James, am writing this letter. I serve God and the Lord Jesus Christ. I am sending this letter to you, the 12 tribes scattered among the nations. Greetings."
James,1,2,"My brothers and sisters, you will face all kinds of trouble. When you do, think of it as pure joy."
James,1,3,Your faith will be tested. You know that when this happens it will produce in you the strength to continue.
James,1,4,And you must allow this strength to finish its work. Then you will be all you should be. You will have everything you need.
James,1,5,"If any of you needs wisdom, you should ask God for it. He will give it to you. God gives freely to everyone and doesn’t find fault."
James,1,6,"But when you ask, you must believe. You must not doubt. That’s because a person who doubts is like a wave of the sea. The wind blows and tosses them around."
James,1,7,They shouldn’t expect to receive anything from the Lord.
James,1,8,This kind of person can’t make up their mind. They can never decide what to do.
James,1,9,Here’s what believers who are in low positions in life should be proud of. They should be proud that God has given them a high position in the kingdom.
James,1,10,But rich people should take pride in their low positions. That’s because they will fade away like wild flowers.
James,1,11,"The sun rises. Its burning heat dries up the plants. Their blossoms fall. Their beauty is destroyed. In the same way, rich people will fade away. They fade away even as they go about their business."
James,1,12,"Blessed is the person who keeps on going when times are hard. After they have come through hard times, this person will receive a crown. The crown is life itself. The Lord has promised it to those who love him."
James,1,13,"When a person is tempted, they shouldn’t say, “God is tempting me.” God can’t be tempted by evil. And he doesn’t tempt anyone."
James,1,14,But each person is tempted by their own evil desires. These desires lead them on and drag them away.
James,1,15,"When these desires are allowed to remain, they lead to sin. And when sin is allowed to remain and grow, it leads to death."
James,1,16,"My dear brothers and sisters, don’t let anyone fool you."
James,1,17,Every good and perfect gift is from God. This kind of gift comes down from the Father who created the heavenly lights. These lights create shadows that move. But the Father does not change like these shadows.
James,1,18,God chose to give us new birth through the message of truth. He wanted us to be the first harvest of his new creation.
James,1,19,"My dear brothers and sisters, pay attention to what I say. Everyone should be quick to listen. But they should be slow to speak. They should be slow to get angry."
James,1,20,Human anger doesn’t produce the holy life God wants.
James,1,21,So get rid of everything that is sinful. Get rid of the evil that is all around us. Don’t be too proud to accept the word that is planted in you. It can save you.
James,1,22,Don’t just listen to the word. You fool yourselves if you do that. You must do what it says.
James,1,23,Suppose someone listens to the word but doesn’t do what it says. Then they are like a person who looks at their face in a mirror.
James,1,24,"After looking at themselves, they leave. And right away they forget what they look like."
James,1,25,"But suppose someone takes a good look at the perfect law that gives freedom. And they keep looking at it. Suppose they don’t forget what they’ve heard, but they do what the law says. Then this person will be blessed in what they do."
James,1,26,Suppose people think their beliefs and how they live are both right. But they don’t control what they say. Then they are fooling themselves. Their beliefs and way of life are not worth anything at all.
James,1,27,"Here are the beliefs and way of life that God our Father accepts as pure and without fault. When widows are in trouble, take care of them. Do the same for children who have no parents. And don’t let the world make you impure."
James,2,1,"My brothers and sisters, you are believers in our glorious Lord Jesus Christ. So treat everyone the same."
James,2,2,Suppose a man comes into your meeting wearing a gold ring and fine clothes. And suppose a poor man in dirty old clothes also comes in.
James,2,3,"Would you show special attention to the man wearing fine clothes? Would you say, “Here’s a good seat for you”? Would you say to the poor man, “You stand there”? Or “Sit on the floor by my feet”?"
James,2,4,"If you would, aren’t you treating some people better than others? Aren’t you like judges who have evil thoughts?"
James,2,5,"My dear brothers and sisters, listen to me. Hasn’t God chosen those who are poor in the world’s eyes to be rich in faith? Hasn’t he chosen them to receive the kingdom? Hasn’t he promised it to those who love him?"
James,2,6,But you have disrespected poor people. Aren’t rich people taking advantage of you? Aren’t they dragging you into court?
James,2,7,"Aren’t they speaking evil things against the worthy name of Jesus? Remember, you belong to him."
James,2,8,"The royal law is found in Scripture. It says, “Love your neighbor as you love yourself.”( Leviticus 19:18) If you really keep this law, you are doing what is right."
James,2,9,But you sin if you don’t treat everyone the same. The law judges you because you have broken it.
James,2,10,Suppose you keep the whole law but trip over just one part of it. Then you are guilty of breaking all of it.
James,2,11,"God said, “Do not commit adultery.”( Exodus 20:14; Deuteronomy 5:18) He also said, “Do not commit murder.”( Exodus 20:13; Deuteronomy 5:17) Suppose you don’t commit adultery but do commit murder. Then you have broken the law."
James,2,12,Speak and act like people who are going to be judged by the law that gives freedom.
James,2,13,Those who have not shown mercy will not receive mercy when they are judged. To show mercy is better than to judge.
James,2,14,"Suppose a person claims to have faith but doesn’t act on their faith. My brothers and sisters, can this kind of faith save them?"
James,2,15,Suppose a brother or a sister has no clothes or food.
James,2,16,"Suppose one of you says to them, “Go. I hope everything turns out fine for you. Keep warm. Eat well.” And suppose you do nothing about what they really need. Then what good have you done?"
James,2,17,"It is the same with faith. If it doesn’t cause us to do something, it’s dead."
James,2,18,"But someone will say, “You have faith. I do good deeds.” Show me your faith that doesn’t cause you to do good deeds. And I will show you my faith by the goods deeds I do."
James,2,19,You believe there is one God. Good! Even the demons believe that. And they tremble!
James,2,20,You foolish person! Do you want proof that faith without good deeds is useless?
James,2,21,Our father Abraham offered his son Isaac on the altar. Wasn’t he considered to be right with God because of what he did?
James,2,22,So you see that what he believed and what he did were working together. What he did made his faith complete.
James,2,23,"That is what Scripture means where it says, “Abraham believed God. God accepted Abraham because he believed. So his faith made him right with God.”( Genesis 15:6) And that’s not all. God called Abraham his friend."
